rep,dwt_type,lv,alp,num_cell,cell_size,sparse_freq,filter_dim,error
0,db2,2,0.01,416,100,6,"(32, 32)",242.54667946566104
0,db2,2,0.01,416,100,8,"(32, 32)",244.0497761280461
0,db2,2,0.01,416,200,2,"(32, 32)",208.50653799587178
0,db2,2,0.01,416,200,4,"(32, 32)",237.58141315245769
0,db2,2,0.01,416,200,6,"(32, 32)",242.63576302492538
0,db2,2,0.01,416,200,8,"(32, 32)",243.85796104671883
0,db2,2,0.01,512,50,2,"(32, 32)",201.4023891697446
0,db2,2,0.01,512,50,4,"(32, 32)",233.35490539377545
0,db2,2,0.01,512,50,6,"(32, 32)",239.11847282630308
0,db2,2,0.01,512,50,8,"(32, 32)",241.3459846366455
0,db2,2,0.01,512,100,2,"(32, 32)",201.11239365449163
0,db2,2,0.01,512,100,4,"(32, 32)",233.1968238866192
0,db2,2,0.01,512,100,6,"(32, 32)",239.41178460813688
0,db2,2,0.01,512,100,8,"(32, 32)",241.52619896225804
0,db2,2,0.01,512,200,2,"(32, 32)",200.8934498392717
0,db2,2,0.01,512,200,4,"(32, 32)",233.2295885794127
0,db2,2,0.01,512,200,6,"(32, 32)",239.15685211229462
0,db2,2,0.01,512,200,8,"(32, 32)",241.0381793808192
0,db2,2,0.1,128,50,2,"(32, 32)",186.31236939168124
0,db2,2,0.1,128,50,4,"(32, 32)",223.5574656776308
0,db2,2,0.1,128,50,6,"(32, 32)",234.6773931244528
0,db2,2,0.1,128,50,8,"(32, 32)",238.00335505869566
0,db2,2,0.1,128,100,2,"(32, 32)",186.3135350661525
0,db2,2,0.1,128,100,4,"(32, 32)",223.33137167263615
0,db2,2,0.1,128,100,6,"(32, 32)",234.25422900768174
0,db2,2,0.1,128,100,8,"(32, 32)",237.649584072912
0,db2,2,0.1,128,200,2,"(32, 32)",186.268224175335
0,db2,2,0.1,128,200,4,"(32, 32)",223.13225768865004
0,db2,2,0.1,128,200,6,"(32, 32)",234.7447514053891
0,db2,2,0.1,128,200,8,"(32, 32)",237.40179109773447
0,db2,2,0.1,224,50,2,"(32, 32)",169.27104813437893
0,db2,2,0.1,224,50,4,"(32, 32)",215.89819312954043
0,db2,2,0.1,224,50,6,"(32, 32)",228.51765700051416
0,db2,2,0.1,224,50,8,"(32, 32)",232.28713789238702
0,db2,2,0.1,224,100,2,"(32, 32)",169.38194689703903
0,db2,2,0.1,224,100,4,"(32, 32)",216.32738532934894
0,db2,2,0.1,224,100,6,"(32, 32)",228.40096383835072
0,db2,2,0.1,224,100,8,"(32, 32)",231.88915840786817
0,db2,2,0.1,224,200,2,"(32, 32)",168.69127925273094
0,db2,2,0.1,224,200,4,"(32, 32)",216.09814442478267
0,db2,2,0.1,224,200,6,"(32, 32)",228.2275924797793
0,db2,2,0.1,224,200,8,"(32, 32)",231.60340227286486
0,db2,2,0.1,320,50,2,"(32, 32)",142.73460151474825
0,db2,2,0.1,320,50,4,"(32, 32)",201.2927332745689
0,db2,2,0.1,320,50,6,"(32, 32)",214.24848760295842
0,db2,2,0.1,320,50,8,"(32, 32)",218.92181955388145
0,db2,2,0.1,320,100,2,"(32, 32)",143.15652928786233
0,db2,2,0.1,320,100,4,"(32, 32)",201.18560661190526
0,db2,2,0.1,320,100,6,"(32, 32)",214.2125574731914
0,db2,2,0.1,320,100,8,"(32, 32)",218.4140842270038
0,db2,2,0.1,320,200,2,"(32, 32)",140.9862994172929
0,db2,2,0.1,320,200,4,"(32, 32)",200.65394043198495
0,db2,2,0.1,320,200,6,"(32, 32)",214.13436514644238
0,db2,2,0.1,320,200,8,"(32, 32)",217.6798210180599
0,db2,2,0.1,416,50,2,"(32, 32)",95.87868296724866
0,db2,2,0.1,416,50,4,"(32, 32)",161.58090570261388
0,db2,2,0.1,416,50,6,"(32, 32)",179.93439849056753
0,db2,2,0.1,416,50,8,"(32, 32)",190.428754374717
0,db2,2,0.1,416,100,2,"(32, 32)",97.09247059097314
0,db2,2,0.1,416,100,4,"(32, 32)",162.44710791524003
0,db2,2,0.1,416,100,6,"(32, 32)",179.3053239069213
0,db2,2,0.1,416,100,8,"(32, 32)",189.39732587793614
0,db2,2,0.1,416,200,2,"(32, 32)",94.91501572680005
0,db2,2,0.1,416,200,4,"(32, 32)",161.82695430174888
0,db2,2,0.1,416,200,6,"(32, 32)",180.3120283785095
