rep,alp,num_cell,filter_dim,error
9,0.01,14,"(8, 8)",18.65851992
9,0.01,20,"(8, 8)",16.17653352
9,0.01,26,"(8, 8)",14.05027314
9,0.01,32,"(8, 8)",12.32172757
9,0.1,8,"(8, 8)",20.82697203
9,0.1,14,"(8, 8)",15.32177827
9,0.1,20,"(8, 8)",12.27312156
9,0.1,26,"(8, 8)",10.2515453
9,0.1,32,"(8, 8)",8.445142435
9,1,8,"(8, 8)",39.72947206
9,1,14,"(8, 8)",20.09073171
9,1,20,"(8, 8)",14.91924776
9,1,26,"(8, 8)",11.59213665
9,1,32,"(8, 8)",9.311290688
9,10,8,"(8, 8)",52.18834835
9,10,14,"(8, 8)",21.66890744
9,10,20,"(8, 8)",15.54825673
9,10,26,"(8, 8)",12.5729571
9,10,32,"(8, 8)",10.66602796
0,0.01,32,"(16, 16)",23.47902977
0,0.01,56,"(16, 16)",19.5712447
0,0.01,80,"(16, 16)",16.86481909
0,0.01,104,"(16, 16)",14.89771722
0,0.01,128,"(16, 16)",12.96370104
0,0.1,32,"(16, 16)",18.85018998
0,0.1,56,"(16, 16)",14.95562628
0,0.1,80,"(16, 16)",12.24396896
0,0.1,104,"(16, 16)",10.32790819
0,0.1,128,"(16, 16)",8.670183226
0,1,32,"(16, 16)",20.89903383
0,1,56,"(16, 16)",15.71751687
0,1,80,"(16, 16)",12.49976623
0,1,104,"(16, 16)",10.08782653
0,1,128,"(16, 16)",8.129923576
0,10,32,"(16, 16)",22.19553559
0,10,56,"(16, 16)",16.46748952
0,10,80,"(16, 16)",13.01934095
0,10,104,"(16, 16)",11.02128415
0,10,128,"(16, 16)",9.49950488
1,0.01,32,"(16, 16)",23.4451179
1,0.01,56,"(16, 16)",19.25198196
1,0.01,80,"(16, 16)",17.07357395
1,0.01,104,"(16, 16)",15.00052375
1,0.01,128,"(16, 16)",13.02044669
1,0.1,32,"(16, 16)",18.89359141
1,0.1,56,"(16, 16)",14.9553735
1,0.1,80,"(16, 16)",12.42043295
1,0.1,104,"(16, 16)",10.3920958
1,0.1,128,"(16, 16)",8.732643788
1,1,32,"(16, 16)",21.03075546
1,1,56,"(16, 16)",15.68066537
1,1,80,"(16, 16)",12.49711438
1,1,104,"(16, 16)",10.05173082
1,1,128,"(16, 16)",8.231026303
1,10,32,"(16, 16)",22.20734423
1,10,56,"(16, 16)",16.31619279
1,10,80,"(16, 16)",13.1957006
1,10,104,"(16, 16)",11.00424927
1,10,128,"(16, 16)",9.581470695
2,0.01,32,"(16, 16)",23.45954839
2,0.01,56,"(16, 16)",19.55698266
2,0.01,80,"(16, 16)",16.88833634
2,0.01,104,"(16, 16)",14.93111012
2,0.01,128,"(16, 16)",13.04596419
2,0.1,32,"(16, 16)",18.96560839
2,0.1,56,"(16, 16)",14.87451761
2,0.1,80,"(16, 16)",12.27500854
2,0.1,104,"(16, 16)",10.39431711
2,0.1,128,"(16, 16)",8.74033585
2,1,32,"(16, 16)",20.96729184
2,1,56,"(16, 16)",15.63054247
2,1,80,"(16, 16)",12.42937507
2,1,104,"(16, 16)",10.04022215
2,1,128,"(16, 16)",8.171140678
2,10,32,"(16, 16)",22.20477662
2,10,56,"(16, 16)",16.55282875
2,10,80,"(16, 16)",13.12149946
2,10,104,"(16, 16)",10.94192171
2,10,128,"(16, 16)",9.537565547
3,0.01,32,"(16, 16)",23.3360686
3,0.01,56,"(16, 16)",19.69244507
3,0.01,80,"(16, 16)",16.99304977
3,0.01,104,"(16, 16)",14.84682984
3,0.01,128,"(16, 16)",12.95591715
3,0.1,32,"(16, 16)",18.74838484
3,0.1,56,"(16, 16)",14.87445426
3,0.1,80,"(16, 16)",12.32536581
3,0.1,104,"(16, 16)",10.30318534
3,0.1,128,"(16, 16)",8.745169478
3,1,32,"(16, 16)",21.17168311
3,1,56,"(16, 16)",15.73921513
3,1,80,"(16, 16)",12.44293018
3,1,104,"(16, 16)",10.13419781
3,1,128,"(16, 16)",8.167371629
3,10,32,"(16, 16)",22.6653887
3,10,56,"(16, 16)",16.3521624
3,10,80,"(16, 16)",13.03372513
3,10,104,"(16, 16)",10.88533213
3,10,128,"(16, 16)",9.52223074
4,0.01,32,"(16, 16)",23.40477924
4,0.01,56,"(16, 16)",19.54550983
4,0.01,80,"(16, 16)",16.98931111
4,0.01,104,"(16, 16)",14.97934572
4,0.01,128,"(16, 16)",13.10997239
4,0.1,32,"(16, 16)",18.90819727
4,0.1,56,"(16, 16)",15.09348374
4,0.1,80,"(16, 16)",12.25621513
4,0.1,104,"(16, 16)",10.33486012
4,0.1,128,"(16, 16)",8.756040613
4,1,32,"(16, 16)",20.65243232
4,1,56,"(16, 16)",15.60062185
4,1,80,"(16, 16)",12.45273489
4,1,104,"(16, 16)",10.00586128
4,1,128,"(16, 16)",8.144847397
4,10,32,"(16, 16)",22.09724375
4,10,56,"(16, 16)",16.33940647
4,10,80,"(16, 16)",13.03477039
4,10,104,"(16, 16)",11.03320382
4,10,128,"(16, 16)",9.596235817
5,0.01,32,"(16, 16)",23.54916822
5,0.01,56,"(16, 16)",19.50218971
5,0.01,80,"(16, 16)",16.94526039
5,0.01,104,"(16, 16)",14.86531354
5,0.01,128,"(16, 16)",13.03764322
5,0.1,32,"(16, 16)",18.89261558
5,0.1,56,"(16, 16)",14.94614674
5,0.1,80,"(16, 16)",12.35146259
5,0.1,104,"(16, 16)",10.2999189
5,0.1,128,"(16, 16)",8.843918223
5,1,32,"(16, 16)",20.94579131
