rep,dwt_type,lv,alp,num_cell,filter_dim,error
4,db2,3,0.01,512,"(32, 32)",18.596852891537385
4,db2,3,0.1,128,"(32, 32)",41.69803752718063
4,db2,3,0.1,224,"(32, 32)",25.584615677330184
4,db2,3,0.1,320,"(32, 32)",17.14407978693294
4,db2,3,0.1,416,"(32, 32)",12.6744762906861
4,db2,3,0.1,512,"(32, 32)",9.7039912477534
4,db2,3,1.0,128,"(32, 32)",68.87812479618948
4,db2,3,1.0,224,"(32, 32)",26.52831749048048
4,db2,3,1.0,320,"(32, 32)",17.327728734761195
4,db2,3,1.0,416,"(32, 32)",12.65829835493032
4,db2,3,1.0,512,"(32, 32)",9.64997991055784
4,db2,3,10.0,128,"(32, 32)",85.73418658837024
4,db2,3,10.0,224,"(32, 32)",28.173412922092187
4,db2,3,10.0,320,"(32, 32)",17.39677316407318
4,db2,3,10.0,416,"(32, 32)",13.418551263283645
4,db2,3,10.0,512,"(32, 32)",11.22568784105824
5,db2,1,0.01,128,"(32, 32)",104.92895151277396
5,db2,1,0.01,224,"(32, 32)",93.92702977553817
5,db2,1,0.01,320,"(32, 32)",85.08571617932003
5,db2,1,0.01,416,"(32, 32)",77.60911340978538
5,db2,1,0.01,512,"(32, 32)",70.15007702149603
5,db2,1,0.1,128,"(32, 32)",105.37639364495242
5,db2,1,0.1,224,"(32, 32)",93.69745023794036
5,db2,1,0.1,320,"(32, 32)",84.55800975936775
5,db2,1,0.1,416,"(32, 32)",74.90372233289699
5,db2,1,0.1,512,"(32, 32)",63.54731876770803
5,db2,1,1.0,128,"(32, 32)",116.29130891648997
5,db2,1,1.0,224,"(32, 32)",108.05022835978781
5,db2,1,1.0,320,"(32, 32)",100.22644527284827
5,db2,1,1.0,416,"(32, 32)",91.4006247434404
5,db2,1,1.0,512,"(32, 32)",79.43068912580326
5,db2,1,10.0,128,"(32, 32)",120.34952686820635
5,db2,1,10.0,224,"(32, 32)",111.86744355836372
5,db2,1,10.0,320,"(32, 32)",103.78661126977566
5,db2,1,10.0,416,"(32, 32)",94.65401819065819
5,db2,1,10.0,512,"(32, 32)",83.69346140453601
5,db2,2,0.01,128,"(32, 32)",78.5933321446863
5,db2,2,0.01,224,"(32, 32)",63.894195956890634
5,db2,2,0.01,320,"(32, 32)",54.19708691612578
5,db2,2,0.01,416,"(32, 32)",46.1130315041151
5,db2,2,0.01,512,"(32, 32)",38.88694712075082
5,db2,2,0.1,128,"(32, 32)",77.78837960451008
5,db2,2,0.1,224,"(32, 32)",60.359372882808415
5,db2,2,0.1,320,"(32, 32)",42.58979833887907
5,db2,2,0.1,416,"(32, 32)",26.992578970117098
5,db2,2,0.1,512,"(32, 32)",16.007250692656402
5,db2,2,1.0,128,"(32, 32)",103.24588743429312
5,db2,2,1.0,224,"(32, 32)",80.59871040334865
5,db2,2,1.0,320,"(32, 32)",41.282352314395354
5,db2,2,1.0,416,"(32, 32)",18.859414847267868
5,db2,2,1.0,512,"(32, 32)",12.418567298654894
5,db2,2,10.0,128,"(32, 32)",111.18679457682482
5,db2,2,10.0,224,"(32, 32)",91.46676509516381
5,db2,2,10.0,320,"(32, 32)",43.64384508118481
5,db2,2,10.0,416,"(32, 32)",20.126322637656365
5,db2,2,10.0,512,"(32, 32)",14.609080853280453
5,db2,3,0.01,128,"(32, 32)",43.79752493358063
5,db2,3,0.01,224,"(32, 32)",33.34281094917145
5,db2,3,0.01,320,"(32, 32)",27.02452450033107
5,db2,3,0.01,416,"(32, 32)",22.158434245020967
5,db2,3,0.01,512,"(32, 32)",18.52299452002212
5,db2,3,0.1,128,"(32, 32)",42.05115871942171
5,db2,3,0.1,224,"(32, 32)",25.994387020772262
5,db2,3,0.1,320,"(32, 32)",17.227132041321926
5,db2,3,0.1,416,"(32, 32)",12.681927138252348
5,db2,3,0.1,512,"(32, 32)",9.671996872338987
5,db2,3,1.0,128,"(32, 32)",69.82361245912475
5,db2,3,1.0,224,"(32, 32)",27.119191756456118
5,db2,3,1.0,320,"(32, 32)",17.442742766191316
5,db2,3,1.0,416,"(32, 32)",12.493294710352693
5,db2,3,1.0,512,"(32, 32)",9.730350942369444
5,db2,3,10.0,128,"(32, 32)",85.43934536708115
5,db2,3,10.0,224,"(32, 32)",28.199297616206035
5,db2,3,10.0,320,"(32, 32)",17.427539564850335
5,db2,3,10.0,416,"(32, 32)",13.532880653991079
5,db2,3,10.0,512,"(32, 32)",11.167106923396688
6,db2,1,0.01,128,"(32, 32)",104.83244779017694
6,db2,1,0.01,224,"(32, 32)",93.35827303056496
6,db2,1,0.01,320,"(32, 32)",84.92477168921954
6,db2,1,0.01,416,"(32, 32)",77.78644654450882
6,db2,1,0.01,512,"(32, 32)",69.76440324728091
6,db2,1,0.1,128,"(32, 32)",105.27576953803259
6,db2,1,0.1,224,"(32, 32)",93.94433574969757
6,db2,1,0.1,320,"(32, 32)",84.45340620165227
6,db2,1,0.1,416,"(32, 32)",75.06062117614586
6,db2,1,0.1,512,"(32, 32)",63.23985091494047
6,db2,1,1.0,128,"(32, 32)",116.21388984892099
6,db2,1,1.0,224,"(32, 32)",108.08587870153352
6,db2,1,1.0,320,"(32, 32)",100.18318598187524
6,db2,1,1.0,416,"(32, 32)",90.94516227401071
6,db2,1,1.0,512,"(32, 32)",79.36888841544413
6,db2,1,10.0,128,"(32, 32)",120.3400671669543
6,db2,1,10.0,224,"(32, 32)",111.83638316021381
6,db2,1,10.0,320,"(32, 32)",103.68267965580321
6,db2,1,10.0,416,"(32, 32)",95.06089455316676
6,db2,1,10.0,512,"(32, 32)",83.84092902728041
6,db2,2,0.01,128,"(32, 32)",78.73865214133359
6,db2,2,0.01,224,"(32, 32)",64.16258631361733
6,db2,2,0.01,320,"(32, 32)",54.28278488773818
6,db2,2,0.01,416,"(32, 32)",46.448026755214535
6,db2,2,0.01,512,"(32, 32)",38.56307572440471
6,db2,2,0.1,128,"(32, 32)",78.91331562096286
6,db2,2,0.1,224,"(32, 32)",59.82419885528562
6,db2,2,0.1,320,"(32, 32)",42.29758649212839
6,db2,2,0.1,416,"(32, 32)",26.98676929553625
6,db2,2,0.1,512,"(32, 32)",15.903920660730565
6,db2,2,1.0,128,"(32, 32)",102.79024259593372
6,db2,2,1.0,224,"(32, 32)",79.84709778577297
6,db2,2,1.0,320,"(32, 32)",41.460923744948374
6,db2,2,1.0,416,"(32, 32)",18.516746776738284
6,db2,2,1.0,512,"(32, 32)",12.498382616310066
6,db2,2,10.0,128,"(32, 32)",111.51472955755521
6,db2,2,10.0,224,"(32, 32)",91.32560931445514
6,db2,2,10.0,320,"(32, 32)",43.73088772340049
6,db2,2,10.0,416,"(32, 32)",20.09037920976088
6,db2,2,10.0,512,"(32, 32)",14.785032534365163
6,db2,3,0.01,128,"(32, 32)",44.297745630498355
6,db2,3,0.01,224,"(32, 32)",32.96121485508233
6,db2,3,0.01,320,"(32, 32)",27.294843190852596
6,db2,3,0.01,416,"(32, 32)",22.214302143586742
6,db2,3,0.01,512,"(32, 32)",18.658978286688825
6,db2,3,0.1,128,"(32, 32)",42.00757407968014
6,db2,3,0.1,224,"(32, 32)",26.546018482241767
6,db2,3,0.1,320,"(32, 32)",17.069842760270276
6,db2,3,0.1,416,"(32, 32)",12.630837780975433
6,db2,3,0.1,512,"(32, 32)",9.637660629576489
6,db2,3,1.0,128,"(32, 32)",70.37520047797857
6,db2,3,1.0,224,"(32, 32)",26.835339188881594
6,db2,3,1.0,320,"(32, 32)",17.108744793437722
6,db2,3,1.0,416,"(32, 32)",12.577397561214394
6,db2,3,1.0,512,"(32, 32)",9.710416403896414
